neo_id,name,absolute_magnitude,estimated_diameter_min,estimated_diameter_max,orbiting_body,relative_velocity,miss_distance,is_hazardous
2162117,162117 (1998 SD15),19.14,0.394961694,0.883161196,Earth,71745.40105,58143623.32,FALSE
2349507,349507 (2008 QY),18.5,0.530340723,1.185877909,Earth,109949.7571,55801047.82,TRUE
2455415,455415 (2003 GA),21.45,0.136318556,0.304817558,Earth,24865.5068,67206887.72,FALSE
3132126,(2002 PB),20.63,0.198863453,0.4446722,Earth,78890.07681,30396444.12,FALSE
3557844,(2011 DW),22.7,0.076657557,0.171411509,Earth,56036.51948,63118626.51,FALSE
3656926,(2014 BT8),25,0.02658,0.059434687,Earth,47477.64983,42905214.18,FALSE
3421513,(2008 OX1),21.5,0.133215567,0.297879063,Earth,57853.29535,27279081.27,TRUE
3541504,(2010 OF101),19.75,0.298232505,0.666868155,Earth,46972.48679,69975931.31,FALSE
3836942,(2018 YH),21.7,0.121494041,0.271668934,Earth,37424.54838,5657726.907,TRUE
3892166,(2019 UP13),23.45,0.054269395,0.121350055,Earth,38524.86787,61661184.56,FALSE
54245816,(2022 CM3),26.02,0.01661709,0.037156943,Earth,45125.61205,34223883.07,FALSE
2627157,627157 (2008 OX1),21.5,0.133215567,0.297879063,Earth,57853.29574,27279080.74,TRUE
54418652,(2024 AF),23.76,0.047049496,0.105205872,Earth,19121.33491,12444447.77,FALSE
2162635,162635 (2000 SS164),16.71,1.209358264,2.704207287,Earth,12703.78857,69589432.44,FALSE
3559741,(2011 EE41),24.3,0.036690614,0.082042707,Earth,67828.78588,71307953.84,FALSE
54193347,(2021 RA4),24.32,0.036354232,0.081290534,Earth,45162.15576,40366842.87,FALSE
54245582,(2022 CQ2),24.9,0.027832677,0.062235757,Earth,40238.01906,10675158.1,FALSE
2277810,277810 (2006 FV35),21.72,0.120380177,0.269178258,Earth,31504.10093,43507908.96,FALSE
2284422,284422 (2006 YD),17.36,0.896509666,2.004656557,Earth,99804.73902,55195295.79,FALSE
2357439,357439 (2004 BL86),19.29,0.368599699,0.824213984,Earth,59133.77659,7266531.842,TRUE
3639467,(2013 LC1),23.9,0.04411182,0.098637028,Earth,44783.19122,50409368.11,FALSE
54110699,(2021 CZ2),22.45,0.086011194,0.192326877,Earth,100358.5948,68046448.92,FALSE
2052387,52387 Huitzilopochtli (1993 OM7),17.77,0.742258153,1.659739687,Earth,57915.56642,60288917.26,FALSE
3274691,(2005 FC),24.5,0.033462237,0.074823838,Earth,27818.61491,40002412.18,FALSE
3365921,(2007 AM),21.82,0.114962176,0.257063241,Earth,83141.53711,48289866.12,FALSE
3379718,(2007 NL1),21.22,0.151549664,0.33887535,Earth,36587.19309,61868384.33,FALSE
2408980,408980 (2002 RB126),18.71,0.481454197,1.076564312,Earth,81627.97678,37769003.29,FALSE
3092330,(2001 SY169),23.1,0.063760979,0.142573883,Earth,33610.0833,73666306.94,FALSE
3401381,(2008 CG),22,0.105816886,0.23661375,Earth,43563.43589,19013001.22,FALSE
3629117,(2013 ET),23.1,0.063760979,0.142573883,Earth,33607.4286,73660041.97,FALSE
3730580,(2015 TY237),21.58,0.12839703,0.287104486,Earth,31033.08542,56159522.34,TRUE
3767244,(2017 BL31),19.1,0.40230458,0.899580388,Earth,111555.3621,17509684.25,FALSE
3837780,(2019 AP8),24.5,0.033462237,0.074823838,Earth,12536.2359,29601415.59,FALSE
3841977,(2019 KW),26.87,0.011234532,0.025121177,Earth,31042.55754,41381758.34,FALSE
3314405,(2006 BX139),20.09,0.255008688,0.570216761,Earth,11063.499,46537091.75,FALSE
3547318,(2010 RH178),20.37,0.224158379,0.501233372,Earth,22041.88215,63695363.83,FALSE
3662229,(2014 DR),21.2,0.152951935,0.342010925,Earth,91905.53332,49683854.72,FALSE
54210931,(2021 UL),30.3,0.002315021,0.005176545,Earth,36238.47101,43251216.74,FALSE
54276977,(2022 HH3),19.75,0.298232505,0.666868155,Earth,75588.0815,30495548.94,FALSE
2152828,152828 (1999 VT25),21.28,0.147419515,0.329640056,Earth,45729.68419,52416785.71,TRUE
2494975,494975 (2009 WO106),19.18,0.38775283,0.867041687,Earth,68306.59276,37907208.56,TRUE
3136724,(2002 RS129),22.89,0.070235225,0.157050737,Earth,44707.03863,13699106.11,FALSE
54104550,(2021 AP1),23.67,0.04904051,0.109657914,Earth,21906.34379,71397459.13,FALSE
54422950,(2024 BC3),22.21,0.096062742,0.21480282,Earth,58608.42508,36747753.03,FALSE
2381564,381564 (2008 UW5),18.25,0.595052079,1.330576898,Earth,21273.20086,21822011.14,FALSE
2483432,483432 (2001 DF47),20.44,0.217047594,0.485333175,Earth,41135.35903,24697911.85,TRUE
3150194,(2003 DZ15),22.41,0.087610262,0.1959025,Earth,38826.56693,19911587.27,FALSE
3595776,(2012 AC11),21.94,0.108781483,0.243242792,Earth,39222.08013,42574593.52,FALSE
3626687,(2013 CW87),25.8,0.018388867,0.041118757,Earth,11799.2341,11777844.06,FALSE
3826667,(2018 PM9),23,0.066765941,0.149293183,Earth,33542.34105,71713739.74,FALSE
3838186,(2019 CN2),28.4,0.005553349,0.012417666,Earth,21470.80392,14651213.75,FALSE
54301963,(2022 RS2),23.35,0.056827032,0.127069107,Earth,23386.44899,25941229.55,FALSE
2275792,275792 (2001 QH142),18.41,0.552783379,1.236061213,Earth,55376.36048,72553948.68,FALSE
3465683,(2009 PY),21.12,0.158691979,0.354846053,Earth,70209.61258,46538004.05,FALSE
3627115,(2013 DL1),21.23,0.150853356,0.337318359,Earth,69471.62391,66702340.74,FALSE
3673982,(2014 MF18),26.11,0.015942447,0.035648395,Earth,20399.05445,31984291.73,FALSE
3765915,(2016 XD1),19.2,0.384197891,0.859092601,Earth,26539.56193,56698857.71,FALSE
3773050,(2017 FK102),20.63,0.198863453,0.4446722,Earth,66891.09724,47073303.69,FALSE
3838846,(2019 DC1),23,0.066765941,0.149293183,Earth,108757.8262,63342180.57,FALSE
3842637,(2019 KW3),21.86,0.11286388,0.252371308,Earth,14012.49673,45366131.3,FALSE
2605911,605911 Cecily (2016 XD1),19.22,0.380675544,0.851216393,Earth,26539.43532,56699699.7,FALSE
2424969,424969 (2009 BT5),20.64,0.197949759,0.442629117,Earth,39941.29516,38449936.56,FALSE
2477490,477490 (2010 CG18),20.59,0.202560601,0.452939273,Earth,14816.47379,63101465.45,FALSE
3401191,(2008 BP16),21.8,0.116025908,0.259441818,Earth,115260.6794,48890860.48,FALSE
3989235,(2020 BF10),27.2,0.009650615,0.021579431,Earth,25832.7561,7587722.433,FALSE
3991727,(2020 DA2),22.8,0.073207399,0.163696721,Earth,27475.42559,14244915.33,FALSE
3125005,(2002 JQ9),19.24,0.377185489,0.843412394,Earth,42003.18768,68463438.16,TRUE
3463161,(2009 LQ1),22.18,0.097399107,0.217791025,Earth,22265.46706,72618758.38,FALSE
3740929,(2016 BW14),25.8,0.018388867,0.041118757,Earth,66418.50001,61218413.31,FALSE
54167167,(2021 NO2),26.22,0.015154966,0.033887535,Earth,76805.48678,60973529.62,FALSE
3568329,(2011 MW1),22.35,0.090064777,0.201390963,Earth,39750.65218,15123817.92,FALSE
3621023,(2012 XO134),24,0.042126461,0.094197631,Earth,35555.88694,52709952.6,FALSE
3656924,(2014 BQ8),21.41,0.138852907,0.310484539,Earth,54761.3522,28487552.25,FALSE
3774433,(2017 JB),23.68,0.048815189,0.109154081,Earth,15901.20811,69658364.4,FALSE
3968759,(2020 AB),26,0.016770846,0.037500752,Earth,64218.87207,57976190.42,FALSE
3986832,(2020 BT2),23.67,0.04904051,0.109657914,Earth,89917.29028,67948758.98,FALSE
2140039,140039 (2001 SO73),18.08,0.643509521,1.438931032,Earth,106453.0869,74787549.72,TRUE
3616697,(2012 VN6),21.36,0.142087207,0.317716653,Earth,71327.58307,55774305.85,FALSE
3628123,(2013 DA15),20.48,0.213086029,0.476474847,Earth,57914.6903,72145663.12,FALSE
3678630,(2014 OL339),22.78,0.073884779,0.165211388,Earth,49824.94582,60373430.82,FALSE
3739011,(2015 YU7),21.37,0.141434375,0.316256878,Earth,32927.82969,27991071.58,TRUE
3989280,(2020 BQ12),24.5,0.033462237,0.074823838,Earth,36738.04914,14801669.01,FALSE
54341445,(2023 BE10),21.83,0.114433973,0.255882143,Earth,40831.93289,12406761.22,FALSE
2303262,303262 (2004 RJ84),18.66,0.492668706,1.101640716,Earth,40408.90771,32441604.95,FALSE
3742342,(2016 CL136),21.36,0.142087207,0.317716653,Earth,92214.24618,35135887.95,TRUE
3795140,(2017 YT7),18.78,0.466181437,1.042413384,Earth,88794.65588,73634924.12,FALSE
2162385,162385 (2000 BM19),18.61,0.504144434,1.127301225,Earth,23897.04666,16991267.81,FALSE
2480984,480984 (2003 YR70),20.15,0.248058993,0.554676771,Earth,42183.8908,45220607.55,FALSE
3358223,(2006 VY2),22.75,0.074912618,0.167509707,Earth,36717.09732,59791257.98,FALSE
3651205,(2013 UB),26.6,0.012721988,0.02844723,Earth,48283.76886,58546065.7,FALSE
3699951,(2014 WO371),22.45,0.086011194,0.192326877,Earth,29685.66916,39032998.91,FALSE
3766676,(2017 BO3),21.2,0.152951935,0.342010925,Earth,71138.14901,45483100.71,FALSE
3989193,(2020 BO8),23.7,0.048367649,0.108153351,Earth,58151.89665,18964817.51,FALSE
2020790,20790 (2000 SE45),16.64,1.248978541,2.792800919,Earth,24186.53119,41820960.08,FALSE
2138404,138404 (2000 HA24),19.4,0.350392641,0.783501764,Earth,29531.28515,29691744.42,TRUE
2481532,481532 (2007 LE),19.62,0.316632126,0.708010957,Earth,74321.58654,66912510.57,TRUE
3605335,(2012 KF47),21.07,0.16238839,0.363111479,Earth,32806.2196,26282826.52,FALSE
3838941,(2017 RE110),22.45,0.086011194,0.192326877,Earth,26113.32363,68835586.38,FALSE
2436037,436037 (2009 NJ),18.69,0.485909038,1.086525639,Earth,77331.81716,15509242.32,FALSE
3092227,(1999 LW1),20.52,0.209196771,0.4677782,Earth,60566.73573,31372150.35,FALSE
3313739,(2006 BA9),22.7,0.076657557,0.171411509,Earth,95158.45596,72935875.75,FALSE
3392365,(2007 VT6),20.53,0.208235599,0.465628955,Earth,48519.03558,39526569.02,TRUE
3467355,(2009 SW17),19.88,0.280902094,0.628116177,Earth,42047.37149,28640271.78,TRUE
3552653,(2010 WT8),22.02,0.104846751,0.234444462,Earth,19936.12013,40461851.78,FALSE
3968761,(2019 YQ5),25.1,0.025383703,0.056759685,Earth,19229.7233,7201577.628,FALSE
3986637,(2020 AE3),23.25,0.059505208,0.13305769,Earth,70185.32814,33549364.07,FALSE
3840879,(2019 GL5),20.76,0.187307418,0.418832119,Earth,68571.69481,65961344.49,FALSE
3986764,(2020 BM1),25.6,0.020162992,0.045085821,Earth,55454.09747,26993457.63,FALSE
54099616,(2020 XM3),22.72,0.075954757,0.169839999,Earth,37794.82964,17379869.86,FALSE
54106593,(2021 BZ2),23.8,0.046190746,0.103285648,Earth,27975.10996,34874139.1,FALSE
54338714,(2023 AW),25.68,0.019433677,0.043455023,Earth,65872.45201,48883366.87,FALSE
2509353,509353 (2007 AT2),19.71,0.303777061,0.679266159,Earth,28009.54423,71328184.86,FALSE
3581238,(2011 TG2),20.32,0.229379698,0.512908597,Earth,62780.02301,52824957.38,FALSE
3738934,(2015 YR1),19.13,0.396784754,0.887237683,Earth,88605.36361,61669919.13,FALSE
3789479,(2017 WQ1),24.98,0.026825942,0.059984629,Earth,53778.96103,29435183.91,FALSE
3802037,(2018 FA3),22.8,0.073207399,0.163696721,Earth,49393.6043,37373768.05,FALSE
2141432,141432 (2002 CQ11),20.06,0.258556212,0.578149266,Earth,31208.78061,28072682.04,TRUE
2192559,192559 (1998 VO),20.43,0.218049441,0.487573371,Earth,27568.9334,56877385.05,TRUE
3143081,(2002 VR85),20.3,0.231502122,0.517654482,Earth,46344.09404,37145926.61,TRUE
3390647,(2007 US12),22.13,0.099667824,0.22286403,Earth,97257.54441,56076798.97,FALSE
3654378,(2013 WF108),20.38,0.223128464,0.498930414,Earth,62591.04734,56174056,TRUE
54104542,(2021 AG1),24.25,0.037545248,0.083953727,Earth,75420.97001,69144340.99,FALSE
54336061,(2022 YF2),23.03,0.065849878,0.147244804,Earth,41861.36728,21058171.68,FALSE
54354863,(2023 HM2),23.86,0.04493192,0.100470827,Earth,24029.5453,24915561.48,FALSE
2434188,434188 (2003 AD23),19.09,0.404161533,0.903732663,Earth,139874.0817,55268153.53,TRUE
2511684,511684 (2015 BN509),20.79,0.184737464,0.413085527,Earth,48484.44171,71274761.9,TRUE
3472366,(2009 UC19),25.2,0.024241248,0.054205079,Earth,33442.38161,71276806.2,FALSE
3556208,(2011 CG2),21.45,0.136318556,0.304817558,Earth,15251.96507,36878669.43,TRUE
3843391,(2019 OZ1),21.97,0.107288946,0.239905375,Earth,75977.57942,64984997.36,FALSE
54073358,(2020 TT7),22.27,0.093444765,0.208948847,Earth,11918.19055,34540419.04,FALSE
54298999,(2022 QG8),26.95,0.010828168,0.024212519,Earth,68744.73177,44322718.7,FALSE
3511354,(2010 DH77),21.06,0.163137941,0.364787526,Earth,110070.0568,60271829.55,FALSE
3554011,(2010 XX72),22.06,0.102933082,0.230165369,Earth,80064.42561,65506762.73,FALSE
3653602,(2013 VA10),22.31,0.091739206,0.205135101,Earth,151827.0503,71584136.12,FALSE
3837516,(2018 XB20),21.4,0.139493823,0.311917671,Earth,42101.63146,20230122.01,FALSE
3959231,(2019 YL4),24.4,0.035039264,0.078350176,Earth,22154.3357,22275516,FALSE
3363348,(2006 XY),24.2,0.038419789,0.08590926,Earth,30799.92431,19288058.54,FALSE
3555162,(2011 AM24),20.51,0.210162379,0.469937367,Earth,25561.12694,47528281.54,TRUE
3703788,(2015 AK45),26.4,0.013949382,0.031191767,Earth,42135.7363,43721884.31,FALSE
3739078,(2015 YM10),19.83,0.287445144,0.642746882,Earth,129838.3226,43094808.67,FALSE
3756789,(2016 PO),25.1,0.025383703,0.056759685,Earth,25143.53571,49346598.68,FALSE
3760528,(2016 TQ11),25.7,0.019255508,0.043056624,Earth,18183.16857,33151861.86,FALSE
3772840,(2017 FP91),25.5,0.021113245,0.04721065,Earth,53014.27807,56944901.33,FALSE
3837602,(2019 AC3),27.3,0.009216266,0.020608196,Earth,43748.81329,43339786.53,FALSE
3892276,(2019 VA1),27.5,0.008405334,0.018794898,Earth,36943.77222,68348784.21,FALSE
2530871,530871 (2011 WS2),17.25,0.943093989,2.108822268,Earth,87013.55484,63795940.33,FALSE
3561031,(2011 GF3),22.42,0.087207729,0.19500241,Earth,49400.2559,33564152.63,FALSE
3599112,(2012 CM29),21.43,0.137579896,0.307638,Earth,12698.03487,49454214.33,FALSE
3836244,(2018 VQ9),20.97,0.170041519,0.380224396,Earth,87664.80953,68925353.95,FALSE
54048948,(2020 OA3),24.76,0.029686225,0.066380417,Earth,15151.51541,46924239.88,FALSE
3351834,(2006 UE17),21.9,0.110803882,0.247765013,Earth,33988.01836,38233540.46,FALSE
3646046,(2013 QU1),21.16,0.155795524,0.348369383,Earth,69535.11796,12851177.47,TRUE
3720882,(2015 KP157),20.25,0.236894499,0.529712204,Earth,102363.3187,74641700.92,FALSE
54239889,(2022 BX1),21.65,0.124324001,0.277996917,Earth,74338.08333,51558426.17,TRUE
2141526,141526 (2002 FA6),20.2,0.242412481,0.542050786,Earth,56397.0854,60936747.2,FALSE
3403074,(2008 CC175),21.49,0.133830462,0.29925401,Earth,92065.22471,49012034.44,FALSE
3840136,(2019 FJ),19.09,0.404161533,0.903732663,Earth,98004.32979,12778520.97,TRUE
54106346,(2021 BN1),22.26,0.093876087,0.209913311,Earth,51315.5202,13038438.52,FALSE
2613949,613949 (2008 CC175),21.42,0.138214936,0.309057992,Earth,92065.22491,49012034.65,FALSE
54342555,(2023 DE2),24.86,0.028350125,0.063392807,Earth,34332.9724,12937735.6,FALSE
2007822,7822 (1991 CS),17.34,0.904804968,2.023205415,Earth,75731.13815,41973786.02,TRUE
2469219,469219 Kamo`oalewa (2016 HO3),24.33,0.0361872,0.080917038,Earth,59746.27968,67355564.77,FALSE
3710914,(2015 DC1),24.8,0.029144391,0.065168838,Earth,20844.0438,27327094.87,FALSE
3841189,(2019 GY19),21.85,0.113384836,0.253536201,Earth,16860.29617,54339835.68,FALSE
3905996,(2019 XG1),19.28,0.370301078,0.828018383,Earth,13700.59279,38154576.14,FALSE
3989677,(2020 BX15),21.25,0.149470324,0.334225806,Earth,50545.66585,15316290.42,FALSE
54235525,(2022 AP1),28.39,0.005578982,0.012474984,Earth,52235.66201,18908416.57,FALSE
2234341,234341 (2001 FZ57),18.94,0.433066886,0.968366995,Earth,53449.02469,68901439.51,FALSE
3548887,(2010 TE55),28,0.006676594,0.014929318,Earth,21335.35227,31486575.34,FALSE
54248976,(2022 EV1),26.06,0.016313794,0.036478753,Earth,25226.15895,25194230.03,FALSE
2003554,3554 Amun (1986 EB),15.91,1.748054532,3.908768761,Earth,46757.38433,46685702.88,FALSE
2152770,152770 (1999 RR28),18.41,0.552783379,1.236061213,Earth,48797.94223,38532864.94,TRUE
3799743,(2018 DT1),21.05,0.163890952,0.366471308,Earth,60921.74903,47804486.58,FALSE
54427179,(2024 BM15),21.14,0.157237082,0.351592805,Earth,71160.7644,37389026.89,TRUE
2194268,194268 (2001 UY4),18.34,0.57089334,1.276556316,Earth,86167.57484,19540862.39,TRUE
2267131,267131 (2000 EK26),18.21,0.606114923,1.355314169,Earth,97953.9763,58611608.72,TRUE
3288854,(2005 QB5),23.7,0.048367649,0.108153351,Earth,64203.66665,44157796.53,FALSE
3327141,(2006 EW52),22.4,0.088014652,0.196806745,Earth,24146.38885,53135015.36,FALSE
3720869,(2015 HV182),21.43,0.137579896,0.307638,Earth,22544.98761,70658208.39,TRUE
2417419,417419 (2006 KL21),20.92,0.174002295,0.38908096,Earth,25449.69853,56802111.38,TRUE
3342321,(2006 SD6),20.24,0.237987955,0.532157245,Earth,77306.97043,68077230.81,FALSE
3879241,(2019 UV),26.1,0.016016034,0.03581294,Earth,53810.70727,48605029.59,FALSE
3893213,(2019 VS5),23.21,0.060611492,0.135531417,Earth,52459.24289,68807073.73,FALSE
54051320,(2020 QY3),24.8,0.029144391,0.065168838,Earth,28688.91617,18112444.29,FALSE
2613496,613496 (2006 SD6),20.22,0.24019003,0.537081235,Earth,77307.03559,68077354.46,FALSE
54342500,(2023 DW),24.33,0.0361872,0.080917038,Earth,84445.97792,60017052.96,FALSE
2189040,189040 (2000 MU1),19.87,0.282198679,0.63101543,Earth,58743.51959,24574460.43,TRUE
3366645,(2007 BS2),23.2,0.060891262,0.136157002,Earth,14431.44962,20349136.75,FALSE
3413165,(2008 LG2),25.34,0.022727673,0.050820622,Earth,26625.07596,40790266.51,FALSE
3554013,(2010 XZ72),19.6,0.319561887,0.714562102,Earth,61825.19418,42503941.15,FALSE
3592018,(2012 AY),22.41,0.087610262,0.1959025,Earth,47002.56607,13348197.14,FALSE
3680284,(2014 PA59),20.8,0.183888672,0.411187571,Earth,65866.98165,39471193.99,FALSE
3596038,(2012 BE14),22.9,0.069912523,0.156329154,Earth,41452.74285,42122574.89,FALSE
3753474,(2016 KC),22.9,0.069912523,0.156329154,Earth,47841.02904,43768927.43,FALSE
3753855,(2016 LJ10),23.74,0.04748484,0.10617933,Earth,49792.69588,34706801.37,FALSE
3799312,(2018 CW2),25.66,0.019613494,0.043857107,Earth,31268.07896,16221894.59,FALSE
54017451,(2020 MB),24.5,0.033462237,0.074823838,Earth,14908.53806,38639696.63,FALSE
54312917,(2022 SO49),20.33,0.228325794,0.510551996,Earth,106887.0744,73788931.52,FALSE
2458375,458375 (2010 WY8),21.32,0.144728805,0.323623447,Earth,12955.66869,41630644.36,FALSE
3639439,(2013 LB),22.8,0.073207399,0.163696721,Earth,36056.03444,37556809.96,FALSE
3702939,(2014 YM9),19.3,0.366906138,0.820427065,Earth,73836.1361,63983855.06,FALSE
3776069,(2017 MZ3),22.43,0.086807046,0.194106455,Earth,67453.5669,15442068,FALSE
54265872,(2022 FF2),23.27,0.058959661,0.13183781,Earth,36301.61237,48124308.91,FALSE
54418268,(2023 YQ1),20.03,0.262153087,0.586192124,Earth,164228.3268,64059150.1,FALSE
2106538,106538 (2000 WK63),16.28,1.474195145,3.296400556,Earth,81971.71354,25147988.94,FALSE
3653970,(2013 WT45),20.36,0.225193047,0.50354696,Earth,30523.02953,25925533.28,TRUE
54075983,(2020 UL3),23.2,0.060891262,0.136157002,Earth,28628.07542,33920740.88,FALSE
2154652,154652 (2004 EP20),18.92,0.437074004,0.977327184,Earth,94456.82935,67422790.96,FALSE
2513572,513572 (2010 VX39),19.24,0.377185489,0.843412394,Earth,47371.76287,48202004.96,FALSE
3624598,(2013 BW15),25.4,0.022108281,0.049435619,Earth,59613.28546,53420810.16,FALSE
3655977,(2014 AT51),22.28,0.093015425,0.207988814,Earth,73235.05948,18513211.89,FALSE
3766591,(2017 BU),25.21,0.02412987,0.053956029,Earth,75382.92727,63590906.22,FALSE
3840810,(2019 GS2),27.4,0.008801465,0.019680675,Earth,33333.91472,45748865.24,FALSE
3842879,(2019 LD5),23.39,0.055789822,0.124749835,Earth,31732.69707,45294395.97,FALSE
54103603,(2020 YC5),21.6,0.127219879,0.284472297,Earth,42401.6436,66002426.88,FALSE
54214047,(2021 UR5),25.06,0.025855621,0.057814927,Earth,11669.2064,65676330.54,FALSE
54408081,(2023 WK2),21.69,0.122054832,0.272922901,Earth,17640.46071,30245195.44,FALSE
54418267,(2023 YO1),25.89,0.017642291,0.039449362,Earth,8715.994152,9601415.948,FALSE
2386454,386454 (2008 XM),20.03,0.262153087,0.586192124,Earth,125128.9191,12418080.34,TRUE
2522684,522684 (2016 JP),21.14,0.157237082,0.351592805,Earth,49560.18809,58676448.66,TRUE
3802063,(2018 FV3),25.5,0.021113245,0.04721065,Earth,17905.39712,52105220.32,FALSE
3840758,(2019 GA),23.59,0.050880923,0.113773201,Earth,56285.68403,70408135.71,FALSE
54100199,(2020 XL5),20.29,0.232570688,0.520043867,Earth,92190.74337,60546365.98,FALSE
2614689,614689 (2020 XL5),20.29,0.232570688,0.520043867,Earth,92190.74353,60546366.31,FALSE
54336911,(2022 YO5),24.63,0.031517733,0.070475794,Earth,81752.03967,64844498.42,FALSE
54419694,(2024 AP2),24.63,0.031517733,0.070475794,Earth,28801.25648,12114445.19,FALSE
3021049,(1999 NW2),23.2,0.060891262,0.136157002,Earth,21854.69199,35229281.51,FALSE
3339667,(2006 QV89),25.5,0.021113245,0.04721065,Earth,70676.69513,71411941.46,FALSE
3836913,(2018 XD5),24.7,0.030517923,0.068240151,Earth,62623.28752,46461151.48,FALSE
3986636,(2020 AD3),21.61,0.126635356,0.283165265,Earth,46314.7056,53674102.36,TRUE
54106343,(2021 BJ1),24.4,0.035039264,0.078350176,Earth,87300.23425,50857121.76,FALSE
2612094,612094 (1999 NW2),23.27,0.058959661,0.13183781,Earth,21854.69195,35229281.42,FALSE
54336907,(2022 YK5),23.83,0.045556985,0.101868516,Earth,68223.87879,68998905.81,FALSE
2155341,155341 (2006 SA218),18.3,0.58150704,1.30028927,Earth,34927.109,45919603.76,FALSE
2337252,337252 (2000 SD8),20.82,0.182202771,0.407417781,Earth,19436.979,45407889.63,FALSE
3063789,(2000 UR16),23.9,0.04411182,0.098637028,Earth,93431.38813,64104792.2,FALSE
3672565,(2014 KE45),20.16,0.246919266,0.552128263,Earth,118280.5428,55009219.38,FALSE
3699902,(2014 UV210),26.9,0.011080388,0.024776501,Earth,56966.11801,71703989.13,FALSE
3717048,(2015 HH10),18.17,0.617383441,1.380511341,Earth,64015.71861,20204654.2,FALSE
3767008,(2017 BR6),27.9,0.006991252,0.015632915,Earth,45155.51547,13276853.07,FALSE
3797900,(2018 BJ5),21.65,0.124324001,0.277996917,Earth,42244.11269,18597613.68,FALSE
3836854,(2018 XT2),22.1,0.101054342,0.225964377,Earth,15413.34128,20867350.32,FALSE
54017044,(2020 KA),27.5,0.008405334,0.018794898,Earth,20457.91059,36911144.43,FALSE
2560563,560563 (2015 HH10),18.16,0.620233153,1.386883492,Earth,64016.83332,20203749.09,FALSE
2468684,468684 (2009 QY33),19.67,0.309424699,0.69189466,Earth,42444.7691,65193839.92,FALSE
3662200,(2014 DH),26.6,0.012721988,0.02844723,Earth,86918.00585,65005478.62,FALSE
3768609,(2017 BM123),23.81,0.045978519,0.102811094,Earth,28698.08486,3952160.245,FALSE
3799722,(2018 CB15),20.75,0.18817199,0.42076536,Earth,53459.326,70628488.04,FALSE
3989259,(2020 BL11),27.8,0.00732074,0.016369672,Earth,40531.49756,53300601.69,FALSE
54171999,(2021 OT),26.24,0.015016025,0.033576852,Earth,43717.70885,50525597.37,FALSE
54249335,(2022 ET2),25.07,0.025736825,0.057549291,Earth,21165.34107,26688864.05,FALSE
54310915,(2022 SL37),21.98,0.106795998,0.23880311,Earth,16050.04172,64014213.15,FALSE
54342518,(2023 DJ1),28.16,0.006202332,0.013868835,Earth,27784.5855,9504099.467,FALSE
2088213,88213 (2001 AF2),19.48,0.337718597,0.755161741,Earth,111818.4902,69468988.64,FALSE
2455407,455407 (2003 ER),19.86,0.283501249,0.633928065,Earth,66090.77365,46720796.8,FALSE
3401428,(2008 CL1),19.45,0.342416731,0.765667087,Earth,54813.70853,20244312.7,FALSE
3639436,(2013 KJ6),19.77,0.295498293,0.660754271,Earth,32861.66943,58643388.92,FALSE
3663258,(2014 EL),27,0.010581689,0.023661375,Earth,35591.91445,14329422.54,FALSE
3781003,(2017 QF17),19.7,0.305179233,0.682401509,Earth,50498.25775,43595431.21,FALSE
2584693,584693 (2017 QF17),19.7,0.305179233,0.682401509,Earth,50496.39668,43592923.63,FALSE
3071939,(2001 BB16),23.2,0.060891262,0.136157002,Earth,58922.21196,58551055.27,FALSE
3150188,(2003 DF6),21.2,0.152951935,0.342010925,Earth,63644.19376,44475563,FALSE
3177204,(2004 FW1),21.02,0.166170902,0.371569432,Earth,128712.3869,56908066.18,TRUE
3325502,(2006 EC),26.62,0.012605352,0.028186424,Earth,35001.57078,13234647.42,FALSE
3367900,(2007 CM26),25.1,0.025383703,0.056759685,Earth,20257.48584,10650512.9,FALSE
3770988,(2017 EH1),23.29,0.058419115,0.130629113,Earth,57068.81303,17146695.54,FALSE
3843087,(2019 NJ),23.66,0.049266871,0.110164072,Earth,25156.20364,62069838.01,FALSE
54051126,(2020 PH5),22.36,0.089650967,0.200465656,Earth,60809.78722,48223586.2,FALSE
54375649,(2023 OU),26.09,0.016089961,0.035978245,Earth,27908.97592,12235328.02,FALSE
2015817,15817 Lucianotesi (1994 QC),18.47,0.537718498,1.202375114,Earth,29288.59691,55884805.47,FALSE
2138127,138127 (2000 EE14),17.11,1.00590039,2.249261651,Earth,73692.89416,29291939.94,TRUE
2225586,225586 (2000 WS67),18.51,0.527904029,1.180429295,Earth,81186.04945,52717160.24,FALSE
2225900,225900 (2002 AF3),17.96,0.680072129,1.52068751,Earth,55037.19019,36700422.32,FALSE
3092214,(1999 DJ3),20.77,0.186446818,0.41690776,Earth,75336.44872,69729137.25,FALSE
3759775,(2016 SL3),25,0.02658,0.059434687,Earth,27452.73528,18301452.7,FALSE
3838121,(2019 CL1),23.27,0.058959661,0.13183781,Earth,54569.37598,17001858,FALSE
3892280,(2019 VV),25.33,0.022832579,0.0510552,Earth,57152.95183,32590158.73,FALSE
2138155,138155 (2000 ES70),17.22,0.956213733,2.138158908,Earth,45914.07481,70049259.04,FALSE
2255501,255501 (2006 BG),18.66,0.492668706,1.101640716,Earth,75847.81478,18785733.47,FALSE
2523609,523609 (2005 PJ2),19.53,0.330031183,0.737972161,Earth,73906.67097,67346922.73,TRUE
